Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2022,46247,42450,2450,The King David School,Armadale,VIC,3143,Independent,Combined,School Head Campus,Rolled Reporting,http://www.kds.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1165,97,1,5,22,72,82,60,110,41.6,633,292,341,632.4,0,19,81,0
2022,46249,56713,16713,Westbourne Grammar School,Truganina,VIC,3029,Independent,Combined,School Single Entity,Individual Reporting,http://www.westbournegrammar.com,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1155,96,2,9,26,64,144,131.5,79,67.6,1500,698,802,1500,0,48,52,0
2022,46251,42466,2466,Northside Christian College,Bundoora,VIC,3083,Independent,Combined,School Single Entity,Individual Reporting,http://www.ncc.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1094,83,7,20,35,38,43,36.5,33,24.3,522,248,274,522,0,42,58,0
2022,46252,42456,2456,St John's College Preston,Preston,VIC,3072,Independent,Combined,School Single Entity,Individual Reporting,http://www.stjohnspreston.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1059,72,13,30,35,23,36,31.5,15,12.2,286,133,153,285.4,0,58,42,0
2022,46253,55313,15313,Good Shepherd Lutheran Primary School,Croydon Hills,VIC,3136,Independent,Primary,School Single Entity,Individual Reporting,http://www.gslps.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1147,95,2,12,30,57,44,38.5,27,19.5,581,304,277,581,0,32,68,0
2022,46255,57617,17617,Oxley Christian College,Chirnside Park,VIC,3116,Independent,Combined,School Single Entity,Individual Reporting,http://www.oxley.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1111,87,6,14,36,44,82,74.4,71,48.1,811,410,401,810,1,47,53,0
2022,46256,42461,2461,Olivet Christian College,Campbells Creek,VIC,3451,Independent,Combined,School Single Entity,Individual Reporting,http://www.olivet.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-10,Inner Regional,1014,53,24,33,31,13,7,5.2,2,1.4,30,16,14,30,0,0,100,0
2022,46257,42458,2458,Covenant College,Bell Post Hill,VIC,3215,Independent,Combined,School Single Entity,Individual Reporting,http://www.covenant.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1060,73,13,30,31,25,63,53.7,71,48,688,332,356,687.6,2,9,91,0
2022,46258,42464,2464,Mountain District Christian School,Monbulk,VIC,3793,Independent,Combined,School Single Entity,Individual Reporting,http://www.mdcs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1062,73,13,30,33,24,17,12.2,20,13.4,160,74,86,159.2,2,8,92,0
2022,46260,77479,15836,Newhaven College,Rhyll,VIC,3923,Independent,Combined,School Single Entity,Individual Reporting,http://www.newhavencol.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1073,77,9,29,34,28,84,68.3,39,30.5,915,450,465,914.2,1,7,93,0
2022,46261,55320,15320,St John's Lutheran School,Portland,VIC,3305,Independent,Primary,School Single Entity,Individual Reporting,http://www.stjohnsportland.com.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Outer Regional,1020,56,14,42,30,15,8,6,10,4.5,79,42,37,79,6,0,100,0
2022,46262,42487,2487,Christian College Highton,Highton,VIC,3216,Independent,Combined,School Head Campus,Rolled Reporting,http://www.christiancollege.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1094,83,7,21,36,36,378,228.3,308,100.3,1990,938,1052,1989.4,1,10,90,0
2022,46264,42482,2482,Billanook College,Mooroolbark,VIC,3138,Independent,Combined,School Single Entity,Individual Reporting,http://www.billanook.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1103,85,6,21,34,39,75,69.5,59,41.4,708,312,396,707.3,0,9,90,1
2022,46265,43408,3408,Fitzroy Community School,Fitzroy North,VIC,3068,Independent,Primary,School Head Campus,Rolled Reporting,http://www.fcs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1204,99,0,3,19,78,16,9.5,21,4.7,113,53,60,113,0,28,72,0
2022,46266,43420,3420,Creek Street Christian College,Bendigo,VIC,3550,Independent,Combined,School Single Entity,Individual Reporting,http://www.creekstreet.vic.edu.au/,Christian Schools Australia,https://www.csa.edu.au,Prep-12,Inner Regional,1069,76,14,24,32,30,34,34,20,20,328,171,157,328,0,25,75,0
2022,46267,55324,15324,Good Shepherd College - Senior Campus,Hamilton,VIC,3300,Independent,Combined,School Head Campus,Rolled Reporting,http://www.gsc.vic.edu.au,"Lutheran Education Victoria, Tasmania & New South Wales",https://www.levnt.edu.au/,Prep-12,Inner Regional,1029,60,21,31,33,15,26,22.9,22,13.3,220,101,119,220,2,0,100,0
2022,46269,43425,3425,Plenty Valley Christian College,Doreen,VIC,3754,Independent,Combined,School Single Entity,Individual Reporting,http://www.pvcc.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1105,86,6,20,33,41,75,63.9,39,29.4,780,379,401,780,0,26,74,0
2022,46270,43429,3429,Village School,Croydon North,VIC,3136,Independent,Primary,School Single Entity,Individual Reporting,http://www.villageschool.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1087,81,6,27,34,34,9,5.6,9,5.2,71,29,42,67,3,20,80,0
2022,46271,44000,4000,Bayside Christian College,Langwarrin South,VIC,3911,Independent,Combined,School Single Entity,Individual Reporting,http://www.bcc.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1076,78,10,28,35,28,61,49.8,36,24.7,530,250,280,527.9,0,2,98,0
2022,46272,55317,15317,Trinity Lutheran College,Mildura,VIC,3500,Independent,Combined,School Single Entity,Individual Reporting,https://www.tlc.qld.edu.au/,"Lutheran Education Victoria, Tasmania & New South Wales",https://www.levnt.edu.au/,Prep-10,Outer Regional,1073,77,11,24,33,32,36,33,23,18.1,515,254,261,515,3,31,69,0
2022,46273,56355,16355,Goulburn Valley Grammar School,Shepparton,VIC,3630,Independent,Combined,School Single Entity,Individual Reporting,http://www.gvgs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,5-12,Inner Regional,1127,91,3,12,33,52,71,63,35,28.9,690,361,329,690,1,22,78,0
2022,46274,43430,3430,The Knox School,Wantirna South,VIC,3152,Independent,Combined,School Single Entity,Individual Reporting,http://www.knox.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1156,96,1,8,28,63,84,76.2,48,41,647,253,394,647,1,56,44,0
2022,46275,44028,4028,Heathdale Christian College,Werribee,VIC,3030,Independent,Combined,School Head Campus,Rolled Reporting,http://www.heathdale.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,966,31,4,11,31,54,154,139.6,140,100.7,1995,980,1015,1995,0,77,23,0
2022,46276,57257,17257,Hillcrest Christian College,Clyde North,VIC,3978,Independent,Combined,School Head Campus,Rolled Reporting,http://www.hillcrest.vic.edu.au,Christian Schools Australia,https://www.csa.edu.au,Prep-12,Major Cities,1100,84,6,20,36,38,162,144.2,172,106.7,1911,976,935,1911,0,46,54,0
2022,46277,44012,4012,St Paul's Anglican Grammar School,Warragul,VIC,3820,Independent,Combined,School Head Campus,Rolled Reporting,http://stpaulsags.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1102,85,7,21,32,39,145,126.8,88,65.2,1443,718,725,1442.5,0,11,89,0
2022,46279,44017,4017,Sunshine Christian School,Sunshine North,VIC,3020,Independent,Primary,School Single Entity,Individual Reporting,http://www.scs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,955,27,53,23,17,7,8,6.5,6,3.4,94,39,55,94,1,88,12,0
2022,46280,43128,3128,Frank Dando Sports Academy,Ashwood,VIC,3147,Independent,Special,School Single Entity,Individual Reporting,https://www.fdsa.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,6-10,Major Cities,1029,60,29,21,30,20,3,3,3,2.4,29,0,29,29,0,21,79,0
2022,46281,69980,29980,Australian Christian College Hume,Benalla,VIC,3672,Independent,Combined,School Single Entity,Individual Reporting,http://hume.acc.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-8,Inner Regional,1032,61,22,28,32,18,7,6.3,4,2.9,85,49,36,85,4,6,94,0
2022,46282,43419,3419,Beaconhills College,Pakenham,VIC,3810,Independent,Combined,School Head Campus,Rolled Reporting,http://www.beaconhills.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1088,81,6,26,36,32,258,235.2,228,123.7,2861,1399,1462,2861,0,30,70,0
2022,46284,44034,4034,Ghilgai School,Kilsyth,VIC,3137,Independent,Primary,School Single Entity,Individual Reporting,http://www.ghilgai.com.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1071,76,11,25,36,28,12,7,5,3.5,54,34,20,54,0,25,75,0
2022,46285,55888,15888,River City Christian College,Echuca,VIC,3564,Independent,Combined,School Single Entity,Individual Reporting,http://www.rccc.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-10,Inner Regional,927,17,57,29,12,2,10,7.9,6,4,55,30,25,55,11,2,98,0
2022,46286,44075,4075,Belgrave Heights Christian School,Belgrave Heights,VIC,3160,Independent,Combined,School Single Entity,Individual Reporting,http://www.bhcs.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1081,79,7,27,38,28,61,50.7,72,41,774,384,390,774,0,7,93,0
2022,46287,44207,4207,Oakleigh Grammar,Oakleigh,VIC,3166,Independent,Combined,School Single Entity,Individual Reporting,http://www.oakleighgrammar.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1078,78,8,29,34,29,59,55.1,50,37.7,605,282,323,605,0,82,18,0
2022,46288,43402,3402,Worawa Aboriginal College,Healesville,VIC,3777,Independent,Special,School Single Entity,Individual Reporting,http://www.worawa.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,7-12,Inner Regional,608,0,97,2,1,0,8,8,10,9.8,46,46,0,46,100,83,17,0
2022,46289,44208,4208,Kerang Christian College,Kerang,VIC,3579,Independent,Combined,School Single Entity,Individual Reporting,http://www.kccs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Outer Regional,1008,50,28,37,22,13,15,14,9,6.6,139,78,61,137.9,4,8,92,0
2022,46293,44209,4209,St Andrews Christian College,Wantirna South,VIC,3152,Independent,Combined,School Single Entity,Individual Reporting,http://www.standrews.vic.edu.au,Christian Schools Australia,https://www.csa.edu.au,Prep-12,Major Cities,1166,97,1,6,25,68,59,53.8,37,24.6,669,328,341,669,0,22,16,62
2022,46295,44211,4211,Chairo Christian School,Drouin,VIC,3818,Independent,Combined,School Head Campus,Rolled Reporting,http://www.chairo.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1051,69,15,31,33,21,156,124.5,129,82.9,1568,793,775,1566.2,1,19,81,0
2022,46297,77270,4270,Australian International Academy of Education,Coburg,VIC,3058,Independent,Combined,School Head Campus,Rolled Reporting,http://www.aia.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1063,74,17,25,29,29,141,133.7,65,60.6,1779,846,933,1779,0,98,2,0
2022,46299,44219,4219,Flinders Christian Community College,Tyabb,VIC,3913,Independent,Combined,School Head Campus,Rolled Reporting,http://www.flinders.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1085,80,8,25,35,32,130,113.7,130,84.3,1500,733,767,1500,0,17,82,2
2022,46302,57756,17756,Grace Christian College Wodonga,Leneva,VIC,3691,Independent,Combined,School Single Entity,Individual Reporting,http://www.gcc.vic.edu.au,Christian Schools Australia,https://www.csa.edu.au,Prep-12,Inner Regional,1036,63,21,29,28,22,20,16,21,10.1,135,75,60,135,1,13,87,0
2022,46303,56402,16402,Melton Christian College,Brookfield,VIC,3338,Independent,Combined,School Single Entity,Individual Reporting,http://www.mcc.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1044,66,18,30,33,19,79,71,43,38,940,480,460,938.6,1,42,57,1
2022,46304,45559,5559,Mansfield Rudolf Steiner School,Mansfield,VIC,3722,Independent,Combined,School Single Entity,Individual Reporting,http://www.mansfieldsteiner.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-11,Outer Regional,1066,74,9,26,38,26,26,20.8,12,9.6,182,84,98,182,0,1,89,10
2022,46305,45790,5790,Japanese School of Melbourne,Caulfield South,VIC,3162,Independent,Special,School Single Entity,Individual Reporting,http://www.jsm.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-9,Major Cities,1116,89,2,10,40,48,14,13.2,6,4.3,34,19,15,34,0,100,0,0
2022,46306,45929,5929,King's College,Warrnambool,VIC,3280,Independent,Combined,School Single Entity,Individual Reporting,http://www.kings.vic.edu.au,Christian Schools Australia,https://www.csa.edu.au,Prep-12,Inner Regional,1065,74,18,21,27,34,24,20.6,20,16.4,229,105,124,227.8,3,9,91,0
2022,46307,45557,5557,Sophia Mundi Steiner School,Abbotsford,VIC,3067,Independent,Combined,School Single Entity,Individual Reporting,http://www.sophiamundi.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1121,90,2,14,30,53,32,23.2,24,10.4,173,90,83,172.4,1,34,66,0
2022,46309,45556,5556,Al-Taqwa College,Hoppers Crossing,VIC,3029,Independent,Combined,School Head Campus,Rolled Reporting,http://www.al-taqwa.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1054,71,17,27,33,24,222,202.8,116,107.8,2182,1213,969,2181.6,0,99,1,0
2022,46310,45517,5517,Overnewton Anglican Community College,Keilor,VIC,3036,Independent,Combined,School Head Campus,Rolled Reporting,http://www.overnewton.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1109,87,5,19,33,44,242,180,149,90.7,2001,891,1110,2000.6,1,42,56,2
2022,46313,45560,5560,Little Yarra Steiner School,Yarra Junction,VIC,3797,Independent,Combined,School Single Entity,Individual Reporting,http://www.lyss.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1060,73,13,26,34,27,36,29.6,26,13.3,228,119,109,228,1,14,86,0
2022,46314,56082,16082,Bacchus Marsh Grammar,Bacchus Marsh,VIC,3340,Independent,Combined,School Head Campus,Rolled Reporting,http://www.bmg.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1107,86,5,18,34,43,251,231.4,134,102.3,3262,1630,1632,3262,0,32,68,0
2022,46315,68081,28081,Lighthouse Christian College,Keysborough,VIC,3173,Independent,Combined,School Head Campus,Rolled Reporting,http://www.lighthouse.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1080,79,12,23,32,34,80,65.6,57,41.9,850,378,472,850,1,79,21,0
2022,46316,53338,13338,Alphington Grammar School,Alphington,VIC,3078,Independent,Combined,School Single Entity,Individual Reporting,http://www.alphington.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1140,93,2,11,29,58,59,51.8,25,20.2,519,180,339,519,0,48,52,0
2022,46317,54003,14003,Mooroolbark Grammar,Mooroolbark,VIC,3138,Independent,Primary,School Single Entity,Individual Reporting,http://www.yarralinda.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1003,48,29,32,24,15,6,5.2,9,4.8,40,22,18,40,8,15,85,0
2022,46318,53552,13552,Castlemaine Steiner School & Kindergarten,Muckleford,VIC,3451,Independent,Combined,School Single Entity,Individual Reporting,http://www.cssk.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-8,Inner Regional,1106,86,3,16,40,42,20,15,13,7,123,62,61,123,2,2,98,0
2022,46319,53801,13801,Colmont School,Kilmore,VIC,3764,Independent,Combined,School Single Entity,Individual Reporting,http://www.kilmore.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,3-12,Inner Regional,1142,94,1,10,31,59,,,,,,,,,,,,
2022,46320,53549,13549,St Mary's Coptic Orthodox College,Coolaroo,VIC,3048,Independent,Combined,School Single Entity,Individual Reporting,http://www.copticvic.org,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1006,49,32,27,26,15,75,67.4,36,32.2,880,447,433,880,0,97,3,0
2022,46321,53550,13550,Minaret College,Springvale,VIC,3171,Independent,Combined,School Head Campus,Rolled Reporting,http://www.minaret.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,980,38,37,25,23,15,229,222.6,89,83.8,2423,1263,1160,2423,0,89,11,0
2022,46323,55322,15322,Victory Lutheran College,West Wodonga,VIC,3690,Independent,Combined,School Single Entity,Individual Reporting,http://www.vlc.vic.edu.au,"Lutheran Education Victoria, Tasmania & New South Wales",https://www.levnt.edu.au/,Prep-12,Inner Regional,1074,77,9,30,34,27,58,54,42,33.3,786,408,378,786,1,10,90,0
2022,46324,53766,13766,Son Centre Christian College,Swan Hill,VIC,3585,Independent,Primary,School Single Entity,Individual Reporting,http://www.soncentre.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Outer Regional,991,43,31,32,21,16,6,4.4,4,2.7,40,25,15,40,15,42,58,0
2022,46325,54225,14225,Girton Grammar School,Bendigo,VIC,3550,Independent,Combined,School Single Entity,Individual Reporting,http://www.girton.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1135,92,4,14,26,56,122,106.9,81,69,1014,487,527,1013.3,1,11,86,3
2022,46326,55837,15837,Casey Grammar School,Cranbourne East,VIC,3977,Independent,Combined,School Single Entity,Individual Reporting,http://www.caseygrammar.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1089,82,8,25,33,34,85,77.5,47,34,1059,537,522,1059,0,49,50,1
2022,46327,55347,15347,Victory Christian College,Kennington,VIC,3550,Independent,Combined,School Single Entity,Individual Reporting,http://www.vcc.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1073,77,10,25,34,31,68,56.3,36,27.2,705,374,331,703.9,2,13,87,0
2022,46328,54734,14734,Ilim College,Dallas,VIC,3047,Independent,Combined,School Head Campus,Rolled Reporting,http://www.ilimcollege.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1025,58,28,28,27,18,263,243.1,142,124.5,2582,1304,1278,2582,0,96,4,0
2022,46331,55665,15665,Erasmus Primary School,Hawthorn,VIC,3122,Independent,Primary,School Single Entity,Individual Reporting,http://erasmus.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1212,99,0,1,13,85,12,9.8,13,9.9,113,51,62,113,0,71,29,0
2022,46332,55826,15826,Kardinia International College,Bell Post Hill,VIC,3215,Independent,Combined,School Head Campus,Rolled Reporting,https://www.kardinia.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1140,93,2,11,30,56,166,152,89,69.5,1844,918,926,1844,0,10,90,0
2022,46334,55363,15363,Good News Lutheran College,Tarneit,VIC,3029,Independent,Combined,School Single Entity,Individual Reporting,http://www.goodnews.vic.edu.au,"Lutheran Education Victoria, Tasmania & New South Wales",https://www.levnt.edu.au/,Prep-12,Major Cities,1101,85,6,18,38,39,94,86.4,49,33.5,1261,633,628,1261,0,65,35,0
2022,46335,55816,15816,Sirius College,Broadmeadows,VIC,3047,Independent,Combined,School Head Campus,Rolled Reporting,http://www.sirius.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1054,71,15,21,33,32,308,272.8,201,108.9,3033,1634,1399,3032.7,0,88,8,3
2022,46342,55299,15299,Red Rock Christian College,Sunbury,VIC,3429,Independent,Combined,School Single Entity,Individual Reporting,http://www.redrock.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1066,74,10,30,34,26,18,15.4,7,4.7,180,89,91,180,1,19,81,0
2022,46343,55979,15979,Maharishi School of the Age of Enlightenment,Reservoir,VIC,3073,Independent,Primary,School Single Entity,Individual Reporting,http://www.maharishischool.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1058,72,10,21,37,31,7,5.6,8,3.3,57,31,26,57,12,26,74,0
2022,46344,54752,14752,Shepparton Christian College,Shepparton,VIC,3630,Independent,Combined,School Single Entity,Individual Reporting,http://www.scc.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1039,64,18,32,30,21,29,23.7,21,14.9,286,138,148,285.8,3,28,72,0
2022,46345,56008,16008,Darul Ulum College of Victoria,Fawkner,VIC,3060,Independent,Combined,School Single Entity,Individual Reporting,http://www.dulum.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1027,59,21,35,32,12,119,107,78,64,1321,776,545,1304,0,100,0,0
2022,46346,56096,16096,St Thomas Aquinas College,Tynong,VIC,3813,Independent,Combined,School Single Entity,Individual Reporting,http://www.stac.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1041,65,22,26,32,20,29,25,12,10,233,108,125,233,0,23,54,23
2022,46348,55678,15678,Bairnsdale Christian Community School,Bairnsdale,VIC,3875,Independent,Combined,School Single Entity,Individual Reporting,http://www.bccs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-8,Outer Regional,1030,60,23,27,31,19,8,7.2,10,7.6,56,25,31,56,2,7,93,0
2022,46349,56149,16149,East Preston Islamic College,Preston,VIC,3072,Independent,Combined,School Single Entity,Individual Reporting,http://www.epic.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,987,41,39,32,21,8,82,79.4,39,37.2,764,385,379,764,0,97,3,0
2022,46350,56515,16515,Heatherton Christian College,Clarinda,VIC,3169,Independent,Combined,School Head Campus,Rolled Reporting,http://www.hcc.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1125,90,4,12,32,52,70,56.3,49,31.2,715,321,394,714.7,0,67,33,0
2022,46351,77502,16523,Dandenong Ranges Steiner School,Narre Warren East,VIC,3782,Independent,Primary,School Head Campus,Rolled Reporting,http://www.drss.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Major Cities,1086,81,6,23,37,33,17,10.9,22,14.5,144,82,62,144,1,20,80,0
2022,46353,56324,16324,Aitken College,Greenvale,VIC,3059,Independent,Combined,School Single Entity,Individual Reporting,http://www.aitkencollege.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1091,82,7,23,35,34,126,112.8,58,41.7,1428,725,703,1428,0,58,42,0
2022,46354,56610,16610,Alia College,Hawthorn East,VIC,3123,Independent,Secondary,School Single Entity,Individual Reporting,http://www.alia.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,7-12,Major Cities,1115,88,5,12,34,49,20,12.1,10,4.6,91,50,41,87,2,12,88,0
2022,46355,56958,16958,Ballarat Steiner School,Mount Helen,VIC,3350,Independent,Primary,School Single Entity,Individual Reporting,http://www.ballaratsteinerschool.com.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Inner Regional,1086,81,9,18,34,39,12,8.6,11,5.1,92,45,47,92,4,19,81,0
2022,46356,56687,16687,Cobram Anglican Grammar School,Cobram,VIC,3644,Independent,Combined,School Single Entity,Individual Reporting,http://www.cags.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1005,49,28,42,20,10,32,27,21,17.2,394,216,178,393.3,3,10,90,0
2022,46357,57040,17040,Freshwater Creek Steiner School,Freshwater Creek,VIC,3217,Independent,Primary,School Single Entity,Individual Reporting,http://www.fwcss.com.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-6,Inner Regional,1113,88,5,19,29,47,12,8.4,12,7.9,127,60,67,127,2,14,86,0
2022,46358,57041,17041,Gisborne Montessori School,New Gisborne,VIC,3438,Independent,Combined,School Single Entity,Individual Reporting,https://www.gisbornemontessori.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-7,Inner Regional,1075,77,14,21,33,33,11,8.5,8,7.4,89,39,50,88.6,0,6,94,0
2022,46359,57042,17042,Mt Hira College,Keysborough,VIC,3173,Independent,Combined,School Single Entity,Individual Reporting,http://www.mthira.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,998,46,37,31,21,11,63,56.1,42,36.4,725,373,352,725,0,92,8,0
2022,46360,57293,17293,OneSchool Global Vic,Melton West,VIC,3337,Independent,Combined,School Head Campus,Rolled Reporting,http://www.glenvaleschool.com.au/homepage,Independent Schools Victoria,https://www.is.vic.edu.au,3-12,Major Cities,993,43,31,54,14,1,65,57.3,39,31.2,540,268,272,540,0,0,99,1
2022,46370,57709,17709,Geelong Baptist College,Lovely Banks,VIC,3213,Independent,Combined,School Single Entity,Individual Reporting,http://www.geelongbc.org,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1029,60,20,37,28,14,44,34.6,14,11.5,349,154,195,348.2,2,16,84,0
2022,46371,57742,17742,Mildura Christian College,Irymple,VIC,3498,Independent,Combined,School Single Entity,Individual Reporting,http://www.milduracc.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-10,Outer Regional,1004,49,30,30,25,15,10,9.2,9,6.7,95,51,44,95,6,28,72,0
2022,46373,57939,17939,Cathedral College Wangaratta,Wangaratta,VIC,3677,Independent,Combined,School Head Campus,Rolled Reporting,http://www.cathedralcollege.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1078,78,11,26,32,31,83,74.5,52,38.5,1026,544,482,1026,1,3,97,0
2022,46375,88108,17749,Berry Street School,Noble Park,VIC,3174,Independent,Special,School Head Campus,Rolled Reporting,https://www.berrystreetschool.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,7-12,Major Cities,850,5,76,16,7,1,54,37,31,24.3,194,80,114,194,20,0,100,0
2022,46376,57945,17945,Yesodei HaTorah College,Elwood,VIC,3184,Independent,Combined,School Head Campus,Rolled Reporting,"https://bettereducation.com.au/IndependentSchoolView0.aspx?Name=Yesodei%20Hatorah%20College,3184",Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1112,87,7,17,27,49,27,21,21,9.8,155,11,144,155,0,15,85,0
